	sample_name_R	indel_COL_A	indel_COL_B	indel_COL_C	indel_COL_D	indel_COL_E
1	5FU.PATIENT1.N.CLONE1	37.3708458873142	131.803316334537	16.5966182075635	14.4038542045913	190.841962013652
2	5FU.PATIENT1.N.CLONE2	35.1397229445948	119.915203197727	11.7377960997689	13.0483158956203	127.175571031739
3	5FU.PATIENT12.COLN.CLONE4	65.2435815138548	101.479768168923	21.4517487289194	23.3040024873333	130.537468956516
4	5FU.PATIENT13.COLN.CLONE1	92.2262879582289	128.64808520781	39.7309485389648	22.2749564131799	163.136298866201
5	5FU.PATIENT13.COLN.CLONE2	36.4320209112451	142.302436045383	39.4897093717112	22.3475996740889	149.444835993318
6	5FU.PATIENT2.N.CLONE1	254.583091806584	1.75295900369491e-12	61.4714459634064	40.354777557786	96.6071262962631
7	5FU.PATIENT2.N.CLONE2	284.924851242438	7.09926440043208	44.4099747127773	38.839958612709	91.7423924287529
8	5FU.PATIENT2.N.CLONE3	247.46208759533	19.995735314302	49.271109770497	37.3234650977036	86.9640655239139
9	5FU.PATIENT2.N.CLONE6	233.709873457656	1.75295900369491e-12	52.0831416658135	30.091593517786	86.1318603421528
10	5FU.PATIENT3.N.CLONE2	110.891630324628	41.7745487696563	27.6150662556953	24.3918634826848	189.343394571884
11	5FU.PATIENT3.N.CLONE4	146.766475566423	80.9476975355622	15.7075533469224	27.9285477500853	163.666244532526
12	5FU.PATIENT4.N.CLONE1	48.8720991664402	77.1047272845438	115.013625642318	35.2281190589539	122.797977545278
13	5FU.PATIENT4.N.CLONE2	18.6926475318519	114.793666531891	128.144444050281	53.6749608605494	121.710825131267
14	5FU.PATIENT5.N.CLONE2	14.5739769585789	81.1181407282957	20.9709747720853	15.3186858107939	96.0348157541168
15	5FU.PATIENT5.N.CLONE3	29.4300924310174	61.3187958833019	24.7332081752193	23.863806819267	112.670652968138
16	EGAF00000827138	27.0218709166285	74.5820831891385	9.17319571865824	14.302481756509	119.936949228493
17	EGAF00000827139	15.8870931834508	104.61657176947	26.4111991218302	14.6448235642816	81.456927433945
18	EGAF00000827140	23.1837488107817	73.2620321609903	23.1557471444491	4.53968857390154	137.875381204414
19	EGAF00000827141	26.8525000949291	77.134809105437	8.70810712649532	14.1251809336859	101.195990711498
20	EGAF00000827249	12.0119786208849	104.883702780404	12.4474229306664	10.1492364261187	85.5242814974731
21	EGAF00000860183	26.380824822976	88.1038446848848	33.020412264597	14.9024017918719	99.6091138719819
22	EGAF00000860184	27.5862469154812	111.19590401666	20.9751344969666	13.8243176570879	151.43499517067
23	EGAF00000860185	45.8618987454823	53.930911911147	24.7129883970677	16.5175053745387	147.993248694551
24	EGAF00000860186	33.6297373601509	73.2449944613023	14.9468308043642	12.1963970540508	150.998615332902
25	EGAF00000860187	30.4986257027954	121.43580402452	19.922225489499	11.378302984517	148.781651613939
26	EGAF00001014392	37.570818038119	78.9419857684702	3.8872787372371	12.0560665965148	134.560431926052
27	EGAF00001014393	21.2233354711217	61.8156725217039	13.1336978461261	4.37683710456466	120.46705173509
28	EGAF00001014394	13.1471023140231	85.2906808136564	7.17691300002863	15.7407325785045	213.661133012691
29	EGAF00001014395	27.2368622741304	103.809465326834	5.15095183617886	10.9344625172891	143.884857399096
30	ste01166a	23.5927507113202	31.6090877636609	26.633739167547	14.356323990382	79.8246656605062
31	ste01167f	9.2062530285342	31.1159780935751	20.1523706974702	7.74171838189066	75.8002638032717
32	ste01205a	16.8327319237722	1.75295900369491e-12	14.8384636891971	9.22247337763598	49.1228967909388
33	ste01205f	24.5888931754235	5.11429105677705	14.720920524867	5.50941268271561	49.0830575108444
34	STE1207A	4.1142654112987	25.468912554478	32.6897300183349	3.01472281537972	61.7289660795783
35	300:3	0.00023181487381893	6.29470882132067	11.4271544649706	3.67921399532619	3.61528802573796
36	300:4	0.00253357326075991	6.29040358226598	14.7136004506256	8.70237272952086e-13	0.0100685298243263
37	300:7	24.759570294053	17.7031726360592	0.013035718906702	6.00585928251843	6.53495376307897
38	312:2	0.00105287723977635	0.00147091613357737	7.99823673541325	8.70237272952086e-13	0.0158405981702404
39	312:3	1.0765898653413e-12	0.00119681684010779	6.32434302392855	8.70237272952086e-13	1.69106058672278
40	312:4	1.0765898653413e-12	0.000904923370531162	1.602302086659	6.40696359157397e-05	1.41332875674758
41	312:5	0.0357971443938799	1.95950952046577	0.000321576497241334	0.00022773833353199	0.0207452706153558
42	312:6	3.029225880914	1.75295900369491e-12	0.986887294418499	0.000486279101325907	1.26020846094182e-12
43	312:7	1.22524657470173	1.75295900369491e-12	0.000397707696872267	0.000234133309536118	0.790721088680128
44	312:9	4.71111997394086	1.75295900369491e-12	2.30537341034845	0.000105877493953279	1.26020846094182e-12
45	O132:1	6.05164081886258	21.2401787658339	135.836438057767	20.8883309998655	1.26020846094182e-12
46	O132:2	10.0286101339276	19.2628407136591	46.0911322776349	9.576343189687	0.0576706832635913
47	O132:3	10.5513594072224	49.3210288871471	0.000148622509976898	3.14408607185161	1.26020846094182e-12
48	O132:4	24.9119986123782	91.5962331239623	14.7468301640506	4.33504597642001	52.4265243025209
49	O132:5	27.530779464087	11.043334903969	6.29777956140165	1.3938220789082	28.7508749842439
50	O132:6	28.2922790759654	37.4597612699906	2.5018045699793	2.8605508404694	9.90221377119349
51	O162:1	12.4772774370065	38.934461631994	9.3184595834982	6.91968363804949	8.36672481150043
52	O162:2	7.31898164161061	18.508435185456	0.000668077005703571	0.000461574578889829	4.18806265460452
53	O162:3	26.2126609592396	30.3172551720635	9.54627136914788	5.44504932981989	26.4953596603481
54	O162:4	25.8451760788678	43.8725107219297	14.6481531974974	5.65481586544471	23.9959504386124
55	O162:5	32.1713851511835	13.1631369614599	7.65361225580781	4.17950808765103	11.8489479974708
56	O162:6	0.000655270830625818	13.3811416982675	0.00410779606095688	2.62489189532481	0.00580658276665496
57	O162:9	0.00108000041379226	1.98780546303705	0.00022500091088391	0.000245373548348853	0.0272454366500634
58	O174:1	1.46816315196192	26.916197277044	3.94413863722553	47.5570489688969	1.13097157709807
59	O174:14	2.01169163977664	1.75295900369491e-12	0.000337992922145213	0.000293069941244357	0.00427684133532201
60	O174:16	0.0011215234686891	1.75295900369491e-12	1.06667439143474	11.9475545422293	0.0012251555219156
61	O174:2	9.09327037967352	11.2560780058112	6.65467468853248	76.0124269650725	1.26020846094182e-12
62	O174:3	1.0765898653413e-12	2.54750769709921	4.70874983824656	5.94641121292684	0.813921123879965
63	O174:4	1.0765898653413e-12	8.8347319845765	5.73774506751452	16.4383129278309	0.00578277041768177
64	O174:5	11.8829394030016	12.2722599270138	5.99101218660648	7.8703784026001	1.26020846094182e-12
65	O174:6	3.72033532891328	4.34531630027791	2.2053717042803	47.7182287001539	0.0272522323469602
66	O174:7	14.417246958704	15.4658729629563	2.53754435446184	56.336599290396	0.259227743040154
67	O174:8	1.87891831262605	21.2270972732417	6.25963881278899	22.6509132407477	1.26020846094182e-12
68	O174:9	12.3206235865119	9.77501219035857	7.4871899322642	11.3905268506209	17.0432239214988
69	O176:1	4.40152414912839	18.4779699953717	2.92445256889157	2.52120119688191	7.6914561303583
70	O176:2	10.5070926508822	34.0277353604991	4.29584901607943	5.69781348363754	11.4881148063022
71	O176:3	3.42800072878847	36.6972313591498	1.25332360538605e-12	3.89138282801557	1.26020846094182e-12
72	O176:4	2.90314974682539	49.1965518749158	5.04415297236239	6.67292613135239	7.19983538618336
73	O176:5	1.0765898653413e-12	14.7330968321483	25.9514250605511	7.32838110153166	0.00369513021585087
74	O176:6	0.947646212928952	20.4857262414205	32.9847675160556	5.34765675746526	11.250806849274
75	O176:7	2.13781557549696	33.3669717700635	4.02284612835638	2.48898303312454	1.26020846094182e-12
76	O187:1	3.10765951923225	32.1296104270013	9.391672223076	4.81024916710487	33.577410866378
77	O187:12	8.15773657899839	27.8381487345366	5.33456322928203	8.70237272952086e-13	10.6861653811874
78	O187:2	9.63310304116232	52.6213732551666	4.11308578477351	12.2210878736538	15.4279530473543
79	O187:3	0.00271549042088906	5.03246787646585e-12	0.000291267097720211	0.000231556557258189	1.01336140485361
80	O187:4	17.7765968548406	34.9837999160221	10.8493072946949	4.3413197837544	31.0655787460023
81	O187:5	8.43088307741366	37.5360753116012	5.55695686010829	7.40230792952642	15.0903805539007
82	O187:6	10.4295092131302	34.4642975651166	6.88580109336346	1.44040075167767	21.7966032547239
83	O187:7	15.2015044987994	46.3686732421315	4.35095001139271	7.10846324604709	24.9870146035284
84	O189:1	5.32909407056659	104.376789835851	110.407069756365	34.7188720448651	45.1847722638505
85	O189:2	0.000640854448317124	31.0488446569303	51.7670699906721	12.0584597516464	6.14158563848331
86	O189:3	5.23379308714955	80.2072521000939	22.2885697208424	7.9141923096532	27.3728226940037
87	O189:4	14.9910843016136	45.988179727318	14.6172527233145	1.48297397762838	50.9371205080121
88	O189:5	2.36894352276002	76.6809375280691	14.6134640293925	5.49927530015254	27.8540116444346
89	O189:6	8.43628544518818	66.9092851473185	9.51131917570224	4.82503179414366	30.3347027643219
90	O189:7	15.0728088859213	34.2356050627691	4.27407222125268	1.41556766486733	30.0185542569219
91	O193:1	1.0765898653413e-12	27.0592846413909	8.29903812391913	4.65667749090301	0.00160881510082388
92	O193:11	0.00423809270564067	1.75295900369491e-12	1.00726629848204	0.00119762151147079	0.00389812519306566
93	O193:17	0.000890255884134444	0.00648478978468591	0.000295356158258449	0.000226994063660754	1.0087023289382
94	O193:2	17.5935058980527	42.9838578540657	4.63230413805999	7.59176795149613	6.21517127002487
95	O193:3	8.7081087362246	42.7662947003629	3.76060062231355	3.8936857363859	13.8879245341579
96	O193:4	20.2950796171794	20.3374607029532	1.25332360538605e-12	3.25458829925462	0.129473202057988
97	O193:5	14.3777104736586	16.8875660547853	4.05664639362432	1.69468182222782	1.26020846094182e-12
98	O193:6	9.06931674364066	20.2022929279038	3.27623297931443	3.70644136068886	6.76231796001431
99	O193:7	10.8561658715999	6.92158268061388	3.84460436581981	3.10837793209986	7.28586331133932
100	O193:8	6.05877195973706	44.532545097398	4.13552547310637	4.18155301408873	8.10822158209249
101	O193:9	10.1978742118982	2.49184295942175	7.76475165259426	3.15935241916774	10.4027697965496
102	O208:1	8.3083541158815	45.5732245164254	2.93748292714002	8.09167287951436	2.10587630979961
103	O208:10	0.00164536318079102	1.00949776729205	0.00031185876009522	0.000329683638715654	0.00481597625943972
104	O208:11	1.26777331080914	3.07673222286815	0.671308796841748	0.000252450800968637	0.000535012145135455
105	O208:2	6.46513720568087	54.0916956009371	9.49959390954861	2.96020199450827	1.26020846094182e-12
106	O208:3	9.39415507275778	69.275731946606	13.5142063571955	18.1598430751939	1.67267028502529
107	O208:4	6.52195293221118	31.2784011276979	6.0559457841325	15.9372876923871	6.22299758082594
108	O208:5	21.1249251448374	43.9643330499038	8.12543022428054	18.1165390674351	15.6853557219623
109	O208:6	7.67264957448167	38.796428575138	1.25332360538605e-12	16.2287899975147	5.31872035706179
110	O208:8	0.00136135278784746	0.00537224453843645	0.000507064154752969	0.000221992428050241	1.00913707001557
111	O225:1	11.2713585902037	2.34821836652124	3.58638287425755	2.52204518606865	6.28858754256301
112	O225:15	0.00437148756807406	1.00713944634759	0.000227738242820554	0.000294482283662391	0.0045674926804825
113	O225:16	1.42343427287386	1.75295900369491e-12	5.81026281871687	8.70237272952086e-13	0.782903191959431
114	O225:2	6.56359726647466	12.6770940196429	4.83905637840088	7.05684222191312	0.880002760091037
115	O225:3	9.36051203978877	2.02252785865078	0.00150613852541259	2.46558890491098	3.16645831099179
116	O225:4	15.4973644830938	24.4225591117458	12.1470408624959	4.94963935544046	1.26020846094182e-12
117	O225:5	12.5030885559619	21.5295254704429	8.84057180428484	3.46372205968855	9.67969464118056
118	O225:6	1.0765898653413e-12	7.53248987118453	45.6089174510902	9.21566606525924	1.65951853525955
119	O225:7	9.50487931954414	1.75295900369491e-12	13.4346797328721	1.54470670845854	7.53232873795602
120	O225:8	9.53170204993733	9.34286227307198	41.0551362486752	7.03513425984495	1.05176010961026
121	O225:9	16.7991921342032	31.5392863073287	3.38614584857521	2.29025053303252	0.00173751120457704
122	O232:1	12.0212628080735	32.9361678931288	2.24005585559335	2.4189743556808	20.4001473393134
123	O232:12	0.00136135278784746	0.00537224453843645	0.000507064154752969	0.000221992428050241	1.00913707001557
124	O232:13	0.00947937057057372	1.98466058664202	0.000236193904701806	0.000236264614741675	0.0219888563746401
125	O232:2	6.88871109232773	13.3296110260911	17.0757038241807	6.11496847370917	0.607602317312858
126	O232:3	3.78742914337555	18.8389850684734	31.6595912688947	11.2504527818525	1.480134000127
127	O232:4	10.7000455715947	19.1115325463595	32.7981573277822	7.07869267859397	9.3281693134131
128	O232:5	6.44679946704185	12.4051917466702	1.25332360538605e-12	7.164600621529	1.26020846094182e-12
129	O232:6	9.24126949639349	14.2143741236397	5.90328008667932e-05	1.56090122760356	1.26020846094182e-12
130	O232:7	3.57433625785092	34.9235391945644	10.4552784856629	8.00709882471263	0.0563539851270147
131	O232:8	0.00955732977273033	32.5478226067544	0.000360427882128944	2.45584297604414	0.00303261718324097
132	O244:1	16.8908964264141	38.0108321762881	5.47049198336395	5.64438931038733	1.26020846094182e-12
133	O244:11	0.956705616699816	1.75295900369491e-12	0.000244784685360622	0.000230537859978415	4.05941772254563
134	O244:12	0.000764032962075641	1.99187778027333	0.00023188225844056	0.000255785131735341	0.023471797656273
135	O244:2	4.578919309123	31.5228912528869	1.25332360538605e-12	4.91303445708535	0.00176419903456174
136	O244:3	7.78669752364751	20.5792430569972	2.25049196807436	7.59895912562969e-05	1.40010291490306
137	O244:4	3.75898217993804	15.4656087736459	0.224124574853276	1.27597987869258	4.29190994968044
138	O244:5	4.38429768951438	51.6696829017904	11.8872300459947	3.39815931044066	13.6772533284967
139	O244:6	7.93602382460822	32.3520123421524	9.78803264707773	7.19541163803484	6.74512337598728
140	O244:7	18.4814303489834	33.7322263764858	3.68175320316242	2.87363048450288	8.24756952162773
141	O251:1	17.584113469613	34.7747769323065	3.27372996128484	8.70237272952086e-13	2.38399791134635
142	O251:11	0.00310818703010754	0.00133253392783816	0.000314365717583084	0.000232363627089067	5.01161116458531
143	O251:15	2.84266443532157	1.75295900369491e-12	0.000203178885813616	0.00104558927756839	0.172686104736557
144	O251:16	0.000890255884134444	0.00648478978468591	0.000295356158258449	0.000226994063660754	1.0087023289382
145	O251:2	12.1275739594512	18.6075885221232	7.00016497346721	7.28110808806711	0.000159762127127728
146	O251:3	1.0765898653413e-12	45.1055871425203	1.95009286790278	4.95914021119414	0.00179897692449603
